Layer,Attack_type,percentage_of_weights_flipped,number_of_weights_flipped,Model_loss,Layer_type,loss_fn
backbone.layers.1.mixer.x_proj.weight,Magnitude,0.001,6,2.856982716669639,mixer.x_proj.weight,0.47616378611160654
backbone.layers.1.mixer.x_proj.weight,Magnitude,0.01,65,2.8563796964784465,mixer.x_proj.weight,0.04394430302274533
backbone.layers.1.mixer.x_proj.weight,Magnitude,0.1,655,2.865407479306062,mixer.x_proj.weight,0.0043746679073375
backbone.layers.1.mixer.x_proj.weight,Magnitude,1.0,6553,2.874517389883598,mixer.x_proj.weight,0.0004386567053080418
backbone.layers.1.mixer.x_proj.weight,Magnitude,5.0,32768,2.884661907951037,mixer.x_proj.weight,8.803289514010733e-05
backbone.layers.1.mixer.x_proj.weight,Magnitude,10.0,65536,2.885175831615925,mixer.x_proj.weight,4.4024289422850416e-05
backbone.layers.1.mixer.x_proj.weight,Magnitude,50.0,327680,2.982580634454886,mixer.x_proj.weight,9.102113752608905e-06
backbone.layers.1.mixer.x_proj.weight,Gradient,0.001,6,2.8571780510246754,mixer.x_proj.weight,0.4761963418374459
backbone.layers.1.mixer.x_proj.weight,Gradient,0.01,65,2.858385268598795,mixer.x_proj.weight,0.043975157978443
backbone.layers.1.mixer.x_proj.weight,Gradient,0.1,655,2.8696025845905146,mixer.x_proj.weight,0.004381072648229793
backbone.layers.1.mixer.x_proj.weight,Gradient,1.0,6553,2.894248409817616,mixer.x_proj.weight,0.0004416676956840555
backbone.layers.1.mixer.x_proj.weight,Gradient,5.0,32768,2.8806960669656596,mixer.x_proj.weight,8.791186727800475e-05
backbone.layers.1.mixer.x_proj.weight,Gradient,10.0,65536,2.8737584985792637,mixer.x_proj.weight,4.385007474638769e-05
backbone.layers.1.mixer.x_proj.weight,Gradient,50.0,327680,2.8899475497504077,mixer.x_proj.weight,8.81942001266604e-06
backbone.layers.1.mixer.x_proj.weight,Hybrid,0.001,6,2.857182539999485,mixer.x_proj.weight,0.47619708999991417
backbone.layers.1.mixer.x_proj.weight,Hybrid,0.01,65,2.856583779056867,mixer.x_proj.weight,0.04394744275472103
backbone.layers.1.mixer.x_proj.weight,Hybrid,0.1,655,2.865409473578135,mixer.x_proj.weight,0.004374670952027687
backbone.layers.1.mixer.x_proj.weight,Hybrid,1.0,6553,2.8750248725215592,mixer.x_proj.weight,0.0004387341481033968
backbone.layers.1.mixer.x_proj.weight,Hybrid,5.0,32768,2.885735766341289,mixer.x_proj.weight,8.806566669742703e-05
backbone.layers.1.mixer.x_proj.weight,Hybrid,10.0,65536,2.884484219054381,mixer.x_proj.weight,4.401373625266084e-05
backbone.layers.1.mixer.x_proj.weight,Hybrid,50.0,327680,2.9881715501348176,mixer.x_proj.weight,9.119175873214165e-06
backbone.layers.1.mixer.dt_proj.weight,Magnitude,0.001,5,2.857262432575226,mixer.dt_proj.weight,0.5714524865150452
backbone.layers.1.mixer.dt_proj.weight,Magnitude,0.01,52,2.8573383490244546,mixer.dt_proj.weight,0.05494881440431643
backbone.layers.1.mixer.dt_proj.weight,Magnitude,0.1,524,2.8594308334092298,mixer.dt_proj.weight,0.00545692907139166
backbone.layers.1.mixer.dt_proj.weight,Magnitude,1.0,5242,2.8857911601662636,mixer.dt_proj.weight,0.0005505133842362196
backbone.layers.1.mixer.dt_proj.weight,Magnitude,5.0,26214,2.9804043223460517,mixer.dt_proj.weight,0.00011369513703921766
backbone.layers.1.mixer.dt_proj.weight,Magnitude,10.0,52428,3.1228640923897424,mixer.dt_proj.weight,5.956481445772759e-05
backbone.layers.1.mixer.dt_proj.weight,Magnitude,50.0,262144,3.2993079585333667,mixer.dt_proj.weight,1.2585861047872035e-05
backbone.layers.1.mixer.dt_proj.weight,Gradient,0.001,5,2.857141769180695,mixer.dt_proj.weight,0.571428353836139
backbone.layers.1.mixer.dt_proj.weight,Gradient,0.01,52,2.85681764036417,mixer.dt_proj.weight,0.05493880077623404
backbone.layers.1.mixer.dt_proj.weight,Gradient,0.1,524,2.8561850239833197,mixer.dt_proj.weight,0.005450734778594122
backbone.layers.1.mixer.dt_proj.weight,Gradient,1.0,5242,2.8549020936091742,mixer.dt_proj.weight,0.0005446207732943865
backbone.layers.1.mixer.dt_proj.weight,Gradient,5.0,26214,2.8799345207711062,mixer.dt_proj.weight,0.00010986245978374557
backbone.layers.1.mixer.dt_proj.weight,Gradient,10.0,52428,2.9349648766219616,mixer.dt_proj.weight,5.598086664801178e-05
backbone.layers.1.mixer.dt_proj.weight,Gradient,50.0,262144,3.0850046252210936,mixer.dt_proj.weight,1.1768358708271384e-05
backbone.layers.1.mixer.dt_proj.weight,Hybrid,0.001,5,2.8572250170012317,mixer.dt_proj.weight,0.5714450034002463
backbone.layers.1.mixer.dt_proj.weight,Hybrid,0.01,52,2.857461334516605,mixer.dt_proj.weight,0.05495117950993471
backbone.layers.1.mixer.dt_proj.weight,Hybrid,0.1,524,2.8597816477219262,mixer.dt_proj.weight,0.005457598564354821
backbone.layers.1.mixer.dt_proj.weight,Hybrid,1.0,5242,2.886676635593176,mixer.dt_proj.weight,0.0005506823036232689
backbone.layers.1.mixer.dt_proj.weight,Hybrid,5.0,26214,2.9843995484213033,mixer.dt_proj.weight,0.00011384754514462895
backbone.layers.1.mixer.dt_proj.weight,Hybrid,10.0,52428,3.1261158920824528,mixer.dt_proj.weight,5.962683856112102e-05
backbone.layers.1.mixer.dt_proj.weight,Hybrid,50.0,262144,3.3090516005953154,mixer.dt_proj.weight,1.262303009260298e-05
backbone.layers.1.mixer.dt_proj.bias,Magnitude,0.1,4,5.199916462103526,mixer.dt_proj.bias,1.2999791155258815
backbone.layers.1.mixer.dt_proj.bias,Magnitude,1.0,40,6.412431505819161,mixer.dt_proj.bias,0.16031078764547904
backbone.layers.1.mixer.dt_proj.bias,Magnitude,5.0,204,7.1433075939615565,mixer.dt_proj.bias,0.03501621369588998
backbone.layers.1.mixer.dt_proj.bias,Magnitude,10.0,409,7.559112623333931,mixer.dt_proj.bias,0.01848193795436169
backbone.layers.1.mixer.dt_proj.bias,Magnitude,50.0,2048,7.76737246165673,mixer.dt_proj.bias,0.003792662334793325
backbone.layers.1.mixer.dt_proj.bias,Gradient,0.1,4,2.855142530053854,mixer.dt_proj.bias,0.7137856325134635
backbone.layers.1.mixer.dt_proj.bias,Gradient,1.0,40,3.8375182524323463,mixer.dt_proj.bias,0.09593795631080866
backbone.layers.1.mixer.dt_proj.bias,Gradient,5.0,204,5.7687204629182816,mixer.dt_proj.bias,0.028278041484893535
backbone.layers.1.mixer.dt_proj.bias,Gradient,10.0,409,6.6753416284918785,mixer.dt_proj.bias,0.016321128676019262
backbone.layers.1.mixer.dt_proj.bias,Gradient,50.0,2048,7.222818978130817,mixer.dt_proj.bias,0.003526767079165438
backbone.layers.1.mixer.dt_proj.bias,Hybrid,0.1,4,5.087266820172469,mixer.dt_proj.bias,1.2718167050431173
backbone.layers.1.mixer.dt_proj.bias,Hybrid,1.0,40,6.433985074361165,mixer.dt_proj.bias,0.16084962685902912
backbone.layers.1.mixer.dt_proj.bias,Hybrid,5.0,204,7.125680401921272,mixer.dt_proj.bias,0.03492980589177094
backbone.layers.1.mixer.dt_proj.bias,Hybrid,10.0,409,7.546023525297642,mixer.dt_proj.bias,0.018449935269676386
backbone.layers.1.mixer.dt_proj.bias,Hybrid,50.0,2048,7.7708747908473015,mixer.dt_proj.bias,0.003794372456468409
backbone.layers.1.mixer.out_proj.weight,Magnitude,0.001,83,2.854998644441366,mixer.out_proj.weight,0.03439757402941405
backbone.layers.1.mixer.out_proj.weight,Magnitude,0.01,838,2.8572102499504886,mixer.out_proj.weight,0.003409558770823972
backbone.layers.1.mixer.out_proj.weight,Magnitude,0.1,8388,2.8586380841831365,mixer.out_proj.weight,0.00034080091609241014
backbone.layers.1.mixer.out_proj.weight,Magnitude,1.0,83886,2.8604011995097003,mixer.out_proj.weight,3.4098672001403096e-05
backbone.layers.1.mixer.out_proj.weight,Magnitude,5.0,419430,2.900274910032749,mixer.out_proj.weight,6.914800825007151e-06
backbone.layers.1.mixer.out_proj.weight,Magnitude,10.0,838860,2.9251383965214095,mixer.out_proj.weight,3.4870400263708e-06
backbone.layers.1.mixer.out_proj.weight,Magnitude,50.0,4194304,2.993634165575107,mixer.out_proj.weight,7.137380041063087e-07
backbone.layers.1.mixer.out_proj.weight,Gradient,0.001,83,2.8569846947987876,mixer.out_proj.weight,0.034421502346973346
backbone.layers.1.mixer.out_proj.weight,Gradient,0.01,838,2.8569408766925335,mixer.out_proj.weight,0.0034092373230221163
backbone.layers.1.mixer.out_proj.weight,Gradient,0.1,8388,2.855454267313083,mixer.out_proj.weight,0.0003404213480344639
backbone.layers.1.mixer.out_proj.weight,Gradient,1.0,83886,2.8803734121223292,mixer.out_proj.weight,3.433675955609195e-05
backbone.layers.1.mixer.out_proj.weight,Gradient,5.0,419430,2.8857072504858174,mixer.out_proj.weight,6.880068784983948e-06
backbone.layers.1.mixer.out_proj.weight,Gradient,10.0,838860,2.89995976164937,mixer.out_proj.weight,3.457024725996436e-06
backbone.layers.1.mixer.out_proj.weight,Gradient,50.0,4194304,2.9755934116741023,mixer.out_proj.weight,7.094367531953102e-07
backbone.layers.1.mixer.out_proj.weight,Hybrid,0.001,83,2.8558263704180717,mixer.out_proj.weight,0.03440754663154303
backbone.layers.1.mixer.out_proj.weight,Hybrid,0.01,838,2.85527520502607,mixer.out_proj.weight,0.0034072496480024705
backbone.layers.1.mixer.out_proj.weight,Hybrid,0.1,8388,2.8589614244798818,mixer.out_proj.weight,0.00034083946405339554
backbone.layers.1.mixer.out_proj.weight,Hybrid,1.0,83886,2.868890448162953,mixer.out_proj.weight,3.4199871827992194e-05
backbone.layers.1.mixer.out_proj.weight,Hybrid,5.0,419430,2.913299104819695,mixer.out_proj.weight,6.945852954771225e-06
backbone.layers.1.mixer.out_proj.weight,Hybrid,10.0,838860,2.944444816559553,mixer.out_proj.weight,3.5100550944848404e-06
backbone.layers.1.mixer.out_proj.weight,Hybrid,50.0,4194304,3.0014243510862193,mixer.out_proj.weight,7.155953290668057e-07
backbone.layers.2.norm.weight,Magnitude,0.1,2,2.8590040244162083,norm.weight,1.4295020122081041
backbone.layers.2.norm.weight,Magnitude,1.0,20,2.8591872739295163,norm.weight,0.14295936369647583
backbone.layers.2.norm.weight,Magnitude,5.0,102,2.8675613179802895,norm.weight,0.02811334625470872
backbone.layers.2.norm.weight,Magnitude,10.0,204,2.8738921992480755,norm.weight,0.014087706859059194
backbone.layers.2.norm.weight,Magnitude,50.0,1024,2.8840432999034724,norm.weight,0.0028164485350619848
backbone.layers.2.norm.weight,Gradient,0.1,2,2.8574869309862456,norm.weight,1.4287434654931228
backbone.layers.2.norm.weight,Gradient,1.0,20,2.854820945610603,norm.weight,0.14274104728053014
backbone.layers.2.norm.weight,Gradient,5.0,102,2.865382349739472,norm.weight,0.028091983820975216
backbone.layers.2.norm.weight,Gradient,10.0,204,2.8734436420102916,norm.weight,0.014085508049070057
backbone.layers.2.norm.weight,Gradient,50.0,1024,2.880655102431774,norm.weight,0.0028131397484685294
backbone.layers.2.norm.weight,Hybrid,0.1,2,2.8574869309862456,norm.weight,1.4287434654931228
backbone.layers.2.norm.weight,Hybrid,1.0,20,2.8575879943867526,norm.weight,0.14287939971933764
backbone.layers.2.norm.weight,Hybrid,5.0,102,2.856547851115465,norm.weight,0.028005371089367306
backbone.layers.2.norm.weight,Hybrid,10.0,204,2.8637803494930267,norm.weight,0.014038138968103072
backbone.layers.2.norm.weight,Hybrid,50.0,1024,2.8832039535045624,norm.weight,0.002815628860844299
backbone.layers.2.mixer.A_log,Magnitude,0.01,6,2.876912376532952,mixer.A_log,0.4794853960888253
backbone.layers.2.mixer.A_log,Magnitude,0.1,65,3.0438459490736327,mixer.A_log,0.04682839921651743
backbone.layers.2.mixer.A_log,Magnitude,1.0,655,3.513498236735662,mixer.A_log,0.005364119445397957
backbone.layers.2.mixer.A_log,Magnitude,5.0,3276,4.086640119552612,mixer.A_log,0.0012474481439415789
backbone.layers.2.mixer.A_log,Magnitude,10.0,6553,4.3964490840832395,mixer.A_log,0.0006709063152881489
backbone.layers.2.mixer.A_log,Magnitude,50.0,32768,4.2544448499878245,mixer.A_log,0.00012983535308800734
backbone.layers.2.mixer.A_log,Gradient,0.01,6,2.85698197906216,mixer.A_log,0.4761636631770267
backbone.layers.2.mixer.A_log,Gradient,0.1,65,2.8478110656142235,mixer.A_log,0.04381247793252652
backbone.layers.2.mixer.A_log,Gradient,1.0,655,4.076064079999924,mixer.A_log,0.00622299859541973
backbone.layers.2.mixer.A_log,Gradient,5.0,3276,3.922545147438844,mixer.A_log,0.0011973581036138108
backbone.layers.2.mixer.A_log,Gradient,10.0,6553,4.215041096011798,mixer.A_log,0.0006432231185734469
backbone.layers.2.mixer.A_log,Gradient,50.0,32768,4.627552422384421,mixer.A_log,0.00014122169257764958
backbone.layers.2.mixer.A_log,Hybrid,0.01,6,2.85698197906216,mixer.A_log,0.4761636631770267
backbone.layers.2.mixer.A_log,Hybrid,0.1,65,3.0508879212041697,mixer.A_log,0.04693673724929492
